0.05,0.018069,0.045314,-0.0706018840414706,0.059508,-0.06323076072904212,0.14994020087367319,0.07856453472996026,0.2376883165608529,0.03653208905273188,-0.18989628043645554,-0.22997406832204742,-0.2423489901272847,-0.23147686412034202,0.050190746944394904,0.20649,0.29261,0.10246,0.43673,0.10348,-0.1651,0.23225,0.38825,0.25315,0.37775,0.40297,-0.10619,-0.36574,0.16988,0.52247,0.35678,0.081449,0.56428,0.12234,-0.4399,-0.54266,0.10352,0.50369,0.36722,0.12342,0.28915,0.30798,-0.20664,-0.86325,-0.63267,-0.028207,0.36109,0.37022,0.011912,-0.051188,0.0090237,-0.13893,-0.46848,-1.0305,-0.76678
0.05,0.01427,0.055551,-0.06792738926229007,0.068865,-0.0972842516879726,0.16565927583147322,0.08700230287298878,0.30396359448354643,0.13007925278261126,-0.26438845885655077,-0.29230445935565524,-0.30305871036485044,-0.3270561850779605,-0.10998673450285319,0.33435,0.40621,0.18223,0.54983,0.28508,0.011527,0.46076,0.62865,0.43345,0.47461,0.52573,0.12948,-0.11399,0.56333,0.77302,0.65211,0.26368,0.67355,0.27234,-0.19597,-0.31115,0.59429,0.74019,0.67555,0.37343,0.34143,0.3079,-0.12747,-0.55117,-0.50434,0.5948,0.6253,0.4336,0.1928,0.066475,0.096392,-0.12665,-0.46633,-0.80028,-0.61645
0.05,-0.00043777,0.036157,-0.0025212174338198846,0.023429,-0.07821483046672353,-0.0049381108586664035,-0.00258876027843702,0.0817330485098436,0.1558273064759333,0.018090438253703947,0.0010249721669563663,0.0338428827783872,-0.11969221160746922,-0.28229208242539766,-0.022719,-0.019301,-0.001879,-0.092527,0.26405,0.41227,-0.044409,-0.032882,-0.0095293,-0.28404,-0.011811,0.5909,0.67278,-0.084893,-0.086198,-0.018841,-0.0078958,-0.48201,0.26882,1.0763,0.97797,-0.12669,-0.090287,-0.059172,-0.00079774,-0.505,-0.27207,0.69843,1.5164,1.2465,-0.18463,-0.1766,-0.087635,0.039447,0.00059513,-0.039928,0.43726,0.95832,1.8002,1.3754
0.05,-0.013846,0.052173,0.05473095169411906,0.062743,-0.09045269006224428,-0.1615181521643773,-0.08777539681279506,0.26223522856355513,0.11738562801445337,0.25550562710416264,0.2754347486664831,-0.24859509812025596,-0.2805175027432892,-0.08758314976168262,-0.32836,-0.39968,-0.18081,0.45257,0.20889,-0.0097129,-0.44099,-0.60794,-0.41273,0.38649,0.41865,0.05443,-0.1687,-0.50392,-0.69384,-0.62524,-0.24895,0.54163,0.17655,-0.28114,-0.37495,-0.48513,-0.67043,-0.6231,-0.35597,0.29458,0.25383,-0.19127,-0.6298,-0.56578,-0.41968,-0.4307,-0.3233,-0.21708,-0.052398,0.098591,-0.10874,-0.47095,-0.8631,-0.7137
0.05,-0.016164,0.043409,0.061049398457345284,0.058682,-0.057447222761806215,-0.14090280745901093,-0.07446258923757637,0.2345593813591548,0.025880348550891004,0.17793535964572282,0.22059706114917427,-0.2429491063854329,-0.21159893617862788,0.0627865895339386,-0.18167,-0.2714,-0.11047,0.44418,0.064618,-0.19858,-0.15958,-0.37499,-0.24607,0.39952,0.37167,-0.15281,-0.39088,-0.084752,-0.41235,-0.3388,-0.09513,0.59402,0.061461,-0.56713,-0.59667,0.024466,-0.35508,-0.3186,-0.1309,0.3256,0.30096,-0.28314,-0.952,-0.76208,0.20614,-0.15333,-0.22463,-0.057053,0.043932,0.033831,-0.16063,-0.58436,-1.1543,-0.76709
0.05,0.043581,0.049079,-0.13978541824236027,0.082063,-0.004319094723141119,0.18587770314729438,0.22505479212410973,0.2305166863197927,-0.15435736361405586,-0.015657051328902397,-0.5707808005386558,-0.3075779532068237,-0.003909593622023626,0.3525749331456043,-0.31965,0.34581,0.39761,0.358,-0.39868,-0.34537,-0.68155,-0.017708,0.64411,0.41363,-0.017402,-0.79473,-0.032958,-0.7166,-0.84932,0.45432,0.42722,0.36273,-0.50599,-0.7314,0.65797,-0.10215,-1.2587,-0.055986,0.45724,0.28837,0.0070423,-0.7398,-0.033873,1.35,1.2154,-0.97884,-0.40181,0.19155,0.12675,0.19959,-0.10799,-0.30173,1.0047,1.4382
0.05,0.021138,0.038184,-0.07418296590846928,0.012425,-0.029552083786864122,0.12244113364348719,0.03837924167058456,0.02461475174822579,-0.017683412628385433,-0.11495814265962377,-0.043561539651195566,0.11650338606654581,0.0016065313818020466,0.07073354011783267,0.063473,0.030911,-0.068467,-0.16597,-0.021982,-0.12549,-0.051967,0.0087539,-0.15789,-0.34061,-0.1121,0.13032,-0.20755,-0.27753,0.090186,-0.22138,-0.19779,-0.38571,0.070663,0.18708,-0.2324,-0.59988,0.080286,-0.14312,-0.28286,-0.36834,-0.10856,0.42041,0.19918,-0.15072,-1.0255,0.066147,0.045051,-0.16304,-0.11523,-0.18657,0.18474,0.45933,0.15904,0.11377
0.05,0.0073227,0.02635,-0.019458301226054915,-0.022908,-0.025021564846506306,0.015346517119237766,-0.033678310789544044,-0.11979529920235858,0.016065139168627646,0.0007566282173152864,0.19555214325707,0.2742531299737359,0.18840419462539215,-0.01510365126510132,-0.016003,-0.29834,-0.16216,-0.48122,-0.16964,0.018378,-0.025168,-0.52392,-0.44468,-0.52596,-0.48893,-0.064542,0.0436,-0.012959,-0.66351,-0.68776,-0.25708,-0.67775,-0.29887,0.17649,0.071056,0.0097116,-0.70692,-0.74897,-0.36952,-0.33121,-0.33497,0.072275,0.46092,0.062241,0.060958,-0.59377,-0.57151,-0.15739,0.0047801,-0.0094507,0.037895,0.37399,0.73693,0.024967
0.05,-2.1475e-05,0.029096,-0.001033396113901986,-0.021394,-0.030423010854916843,-0.0019512000337316587,-0.002178046002180273,-0.09612061249924472,0.01648206841672379,0.0075133244995404,0.007460358776367218,0.20132063370286568,0.19546246580561974,0.0026769715453515094,-0.0054142,-0.0038867,0.0032205,-0.29677,-0.30761,-0.033584,-0.0049401,-0.0024899,-0.011074,-0.21737,-0.37736,-0.48195,-0.068178,0.0046571,0.018393,0.01794,0.0011815,-0.11705,-0.47533,-0.69106,-0.09294,0.011273,0.025205,0.010227,-0.012423,0.15676,0.042562,-0.54275,-0.89849,-0.088097,0.030048,0.065522,0.048987,-0.021155,-0.0086133,-0.11929,-0.39109,-0.5531,-0.98183,-0.070277
0.05,-0.0087109,0.026386,0.01565088693768695,-0.022191,-0.025083427354125647,-0.01791716620531737,0.03673820361012183,-0.11615548918233012,0.01064385626285444,0.006446657581606972,-0.19872726910358085,0.25778055105109604,0.1725431689813685,-0.005052907268398269,0.0096439,0.29673,0.16492,-0.42345,-0.15974,0.0027019,0.0087193,0.48563,0.43579,-0.46742,-0.42356,-0.037359,0.012961,-0.011634,0.62771,0.64235,0.24904,-0.56742,-0.233,0.18008,0.039507,-0.055304,0.60653,0.66474,0.35532,-0.27499,-0.26878,0.099151,0.44596,0.019982,-0.10727,0.45566,0.45522,0.15552,-0.021216,-0.022105,-0.0016697,0.37826,0.71071,-0.045654
