0.05,0.018069,0.045314,0.056149,0.059508,0.052128,0.10464,0.060466,0.17168,0.027338,0.1567,0.155,0.19788,0.20169,-0.040648,0.20649,0.29261,0.10246,0.43673,0.10348,-0.1651,0.23225,0.38825,0.25315,0.37775,0.40297,-0.10619,-0.36574,0.16988,0.52247,0.35678,0.081449,0.56428,0.12234,-0.4399,-0.54266,0.10352,0.50369,0.36722,0.12342,0.28915,0.30798,-0.20664,-0.86325,-0.63267,-0.028207,0.36109,0.37022,0.011912,-0.051188,0.0090237,-0.13893,-0.46848,-1.0305,-0.76678
0.05,0.01427,0.055551,0.054022,0.068865,0.080202,0.11561,0.06696,0.21955,0.097342,0.21817,0.19701,0.24745,0.28497,0.089075,0.33435,0.40621,0.18223,0.54983,0.28508,0.011527,0.46076,0.62865,0.43345,0.47461,0.52573,0.12948,-0.11399,0.56333,0.77302,0.65211,0.26368,0.67355,0.27234,-0.19597,-0.31115,0.59429,0.74019,0.67555,0.37343,0.34143,0.3079,-0.12747,-0.55117,-0.50434,0.5948,0.6253,0.4336,0.1928,0.066475,0.096392,-0.12665,-0.46633,-0.80028,-0.61645
0.05,-0.00043777,0.036157,0.0020051,0.023429,0.064481,-0.0034462,-0.0019924,0.059035,0.11661,-0.014928,-0.00069082,-0.027633,0.10429,0.22862,-0.022719,-0.019301,-0.001879,-0.092527,0.26405,0.41227,-0.044409,-0.032882,-0.0095293,-0.28404,-0.011811,0.5909,0.67278,-0.084893,-0.086198,-0.018841,-0.0078958,-0.48201,0.26882,1.0763,0.97797,-0.12669,-0.090287,-0.059172,-0.00079774,-0.505,-0.27207,0.69843,1.5164,1.2465,-0.18463,-0.1766,-0.087635,0.039447,0.00059513,-0.039928,0.43726,0.95832,1.8002,1.3754
0.05,-0.013846,0.052173,-0.043527,0.062743,0.07457,-0.11272,-0.067555,0.18941,0.087843,-0.21084,-0.18564,0.20298,0.24442,0.070931,-0.32836,-0.39968,-0.18081,0.45257,0.20889,-0.0097129,-0.44099,-0.60794,-0.41273,0.38649,0.41865,0.05443,-0.1687,-0.50392,-0.69384,-0.62524,-0.24895,0.54163,0.17655,-0.28114,-0.37495,-0.48513,-0.67043,-0.6231,-0.35597,0.29458,0.25383,-0.19127,-0.6298,-0.56578,-0.41968,-0.4307,-0.3233,-0.21708,-0.052398,0.098591,-0.10874,-0.47095,-0.8631,-0.7137
0.05,-0.016164,0.043409,-0.048552,0.058682,0.04736,-0.098333,-0.057309,0.16942,0.019367,-0.14683,-0.14868,0.19837,0.18437,-0.050849,-0.18167,-0.2714,-0.11047,0.44418,0.064618,-0.19858,-0.15958,-0.37499,-0.24607,0.39952,0.37167,-0.15281,-0.39088,-0.084752,-0.41235,-0.3388,-0.09513,0.59402,0.061461,-0.56713,-0.59667,0.024466,-0.35508,-0.3186,-0.1309,0.3256,0.30096,-0.28314,-0.952,-0.76208,0.20614,-0.15333,-0.22463,-0.057053,0.043932,0.033831,-0.16063,-0.58436,-1.1543,-0.76709
0.05,0.043581,0.049079,0.11117,0.082063,0.0035607,0.12972,0.17321,0.1665,-0.11551,0.01292,0.3847,0.25114,0.0034065,-0.28554,-0.31965,0.34581,0.39761,0.358,-0.39868,-0.34537,-0.68155,-0.017708,0.64411,0.41363,-0.017402,-0.79473,-0.032958,-0.7166,-0.84932,0.45432,0.42722,0.36273,-0.50599,-0.7314,0.65797,-0.10215,-1.2587,-0.055986,0.45724,0.28837,0.0070423,-0.7398,-0.033873,1.35,1.2154,-0.97884,-0.40181,0.19155,0.12675,0.19959,-0.10799,-0.30173,1.0047,1.4382
0.05,0.021138,0.038184,0.058997,0.012425,0.024363,0.085449,0.029538,0.017779,-0.013233,0.094862,0.02936,-0.095126,-0.0013998,-0.057285,0.063473,0.030911,-0.068467,-0.16597,-0.021982,-0.12549,-0.051967,0.0087539,-0.15789,-0.34061,-0.1121,0.13032,-0.20755,-0.27753,0.090186,-0.22138,-0.19779,-0.38571,0.070663,0.18708,-0.2324,-0.59988,0.080286,-0.14312,-0.28286,-0.36834,-0.10856,0.42041,0.19918,-0.15072,-1.0255,0.066147,0.045051,-0.16304,-0.11523,-0.18657,0.18474,0.45933,0.15904,0.11377
0.05,0.0073227,0.02635,0.015475,-0.022908,0.020628,0.01071,-0.02592,-0.086527,0.012022,-0.00062436,-0.1318,-0.22393,-0.16416,0.012232,-0.016003,-0.29834,-0.16216,-0.48122,-0.16964,0.018378,-0.025168,-0.52392,-0.44468,-0.52596,-0.48893,-0.064542,0.0436,-0.012959,-0.66351,-0.68776,-0.25708,-0.67775,-0.29887,0.17649,0.071056,0.0097116,-0.70692,-0.74897,-0.36952,-0.33121,-0.33497,0.072275,0.46092,0.062241,0.060958,-0.59377,-0.57151,-0.15739,0.0047801,-0.0094507,0.037895,0.37399,0.73693,0.024967
0.05,-2.1475e-05,0.029096,0.00082185,-0.021394,0.025081,-0.0013617,-0.0016763,-0.069427,0.012334,-0.0061999,-0.0050282,-0.16438,-0.17031,-0.002168,-0.0054142,-0.0038867,0.0032205,-0.29677,-0.30761,-0.033584,-0.0049401,-0.0024899,-0.011074,-0.21737,-0.37736,-0.48195,-0.068178,0.0046571,0.018393,0.01794,0.0011815,-0.11705,-0.47533,-0.69106,-0.09294,0.011273,0.025205,0.010227,-0.012423,0.15676,0.042562,-0.54275,-0.89849,-0.088097,0.030048,0.065522,0.048987,-0.021155,-0.0086133,-0.11929,-0.39109,-0.5531,-0.98183,-0.070277
0.05,-0.0087109,0.026386,-0.012447,-0.022191,0.020679,-0.012504,0.028275,-0.083898,0.0079651,-0.0053197,0.13394,-0.21048,-0.15034,0.0040922,0.0096439,0.29673,0.16492,-0.42345,-0.15974,0.0027019,0.0087193,0.48563,0.43579,-0.46742,-0.42356,-0.037359,0.012961,-0.011634,0.62771,0.64235,0.24904,-0.56742,-0.233,0.18008,0.039507,-0.055304,0.60653,0.66474,0.35532,-0.27499,-0.26878,0.099151,0.44596,0.019982,-0.10727,0.45566,0.45522,0.15552,-0.021216,-0.022105,-0.0016697,0.37826,0.71071,-0.045654
0.05,-0.022367,0.033317,-0.048733,0.011443,0.020131,-0.080206,-0.02192,0.013227,-0.017298,-0.089893,-0.018938,-0.084182,-0.0051701,-0.056692,-0.062667,-0.0021057,0.055037,-0.15896,0.0041572,-0.1119,0.065659,-0.02799,0.14547,-0.31571,-0.094006,0.15153,-0.16952,0.31418,-0.13612,0.22804,0.16675,-0.3885,0.1162,0.29606,-0.17794,0.63478,-0.2122,0.11247,0.24469,-0.37553,-0.1133,0.45758,0.28612,-0.0041393,0.99333,-0.15194,-0.12415,0.20846,0.13208,-0.2004,0.24173,0.53779,0.25367,0.35258
